pathway	external_id	source	hgnc_symbol_ids
Formation of TC-NER Pre-Incision Complex	R-HSA-6781823	Reactome	"ERCC8,COPS8,UVSSA,HMGN1,COPS2,COPS3,ERCC2,ERCC3,COPS6,ERCC6,COPS5,ZNF830,TCEA1P2,GPS1,EP300,USP7,CDK7,AQR,PRPF19,COPS7B,POLR2J,XPA,RPS27A,UBB,GTF2H3,GTF2H2,GTF2H1,ISY1-RAB43,GTF2H5,GTF2H4,POLR2E,POLR2D,POLR2G,POLR2F,POLR2A,COPS4,POLR2C,POLR2B,POLR2L,MNAT1,TCEA1,POLR2I,POLR2H,POLR2K,COPS7A,DDB1,MIR1281,CUL4A,UBA52,CUL4B,ISY1,UBC,RBX1,PPIE,CCNH,XAB2"
"mRNA decay by 5, to 3, exoribonuclease"	R-HSA-430039	Reactome	"DCP2,EDC4,LSM4,LSM5,LSM6,LSM7,LSM1,LSM2,LSM3,EDC3,DDX6,DCP1B,DCP1A,PATL1,XRN1"
Deadenylation-dependent mRNA decay	R-HSA-429914	Reactome	"EDC4,WDR61,CNOT11,PARN,EDC3,EXOSC8,EXOSC9,DCP1B,DCP1A,EXOSC2,EXOSC3,EXOSC1,EXOSC6,EXOSC7,EXOSC4,EXOSC5,DCPS,PAN2,NT5C3B,CNOT9,SKIV2L,CNOT4,PABPC1,MIR7705,CNOT2,CNOT1,HBS1L,CNOT7,CNOT6,PATL1,DCP2,MIR1248,LSM7,LSM4,LSM5,LSM6,CNOT10,LSM1,LSM2,LSM3,CNOT3,TNKS1BP1,EIF4E,EIF4B,CNOT6L,DIS3,MIR6847,EIF4G1,PAIP1,CNOT8,DDX6,TTC37,XRN1,PAN3,EIF4A1,EIF4A3,EIF4A2"
TNF	None	INOH	"PSMD9,PSMD8,ITCH,PSMB10,PSMD5,PSMD4,PSMD7,PSMD6,PSMD1,BAX,NFKBIE,RIPK1,RIPK3,RIPK2,MAPK10,IKBKG,CYCS,MAP2K4,CASP8,PSMD12,PSMC2,CFLAR,BID,JUN,TRADD,MAP3K5,PSMA2,PSMA3,PSMA1,PSMA6,PSMA7,PSMA4,FADD,NFKB1,RELA,PSMC3,PSMC4,PSMC5,APAF1,TRAF2,NFKBIA,MAP2K7,PSMA5,CHUK,TNF,PSMD3,PSMC1,PSMD2,MAPK8,IKBKB,MAPK9,CASP3,TNFRSF1A,NFKBIB,PSMD11,PSMD10,PSMD13,CASP9,PSMB9,PSMB8,PSMB7,PSMB6,PSMB5,PSMB4,PSMB3,PSMB2,PSMB1"
Hypusine synthesis from eIF5A-lysine	R-HSA-204626	Reactome	"EIF5A2,DHPS,EIF5A,DOHH"
cGMP effects	R-HSA-418457	Reactome	"KCNMB1,KCNMB3,ITPR1,KCNMB4,PDE1B,PDE1A,MRVI1,PDE3A,KCNMA1,PDE3B,PDE9A,KCNMB2,PRKG1,PRKG2,PDE11A,PDE2A,PDE10A,PDE5A"
Nitric oxide stimulates guanylate cyclase	R-HSA-392154	Reactome	"MRVI1,PDE9A,PDE11A,PDE1B,PDE1A,PDE3A,KCNMA1,PDE3B,GUCY1A3,GUCY1A2,PRKG1,PRKG2,PDE5A,NOS1,NOS2,NOS3,ITPR1,PDE10A,KCNMB1,KCNMB3,KCNMB2,KCNMB4,PDE2A,GUCY1B2,GUCY1B3"
NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	R-HSA-933543	Reactome	"CASP10,IFIH1,TRIM25,IKBKG,DDX58,CASP8,CHUK,RIPK1,RNF135,IKBKB,FADD,MAVS,MIR3614"
Signaling by FGFR3 point mutants in cancer	R-HSA-8853338	Reactome	"HRAS,FRS2,PLCG1,FGF4,PIK3CA,NRAS,FGFR3,FGF18,PIK3R1,FGF17,FGF16,FGF9,FGF8,FGF5,GAB1,FGF2,FGF1,KRAS,SOS1,GRB2,FGF23,FGF20"
Synthesis of PG	R-HSA-1483148	Reactome	"PLD4,PLD6,PLD1,PLD2,PLD3,CDS2,PGS1,PTPMT1"
phospholipases	LIPASYN-PWY	HumanCyc	"PLCZ1,PLB1,PLCG2,PLCG1,PLCE1,PLCH1,PLA2G1B,PLCH2,PLA2G12A,OC90,PLA2G6,PLA2G5,PLA2G3,PNPLA8,PLCB1,PLCB2,PLCB3,PLCB4,PLA2G16,PLA2G2A,PLCD4,PLA2G2E,PLA2G2D,PLA2G2F,PLA2G4C,PLA2G4B,PLA2G4A,PLA2G4F,PLA2G4E,PLA2G4D,PLD4,PLD6,PLA2G10,PLD1,PLD2,PLD3,JMJD7-PLA2G4B,PLCD1,PLCD3"
Electric Transmission Across Gap Junctions	R-HSA-112303	Reactome	"PANX2,GJA10,PANX1,GJD2,GJC1"
Elevation of cytosolic Ca2+ levels	R-HSA-139853	Reactome	"ORAI2,STIM1,ORAI1,MIR4687,ITPR2,P2RX2,TRPC3,TRPC6,TRPC7,P2RX1,ITPR3,P2RX3,ITPR1,P2RX5,P2RX4,P2RX7,P2RX6"
Hydrolysis of LPE	R-HSA-1483152	Reactome	"RPS18P1,PLA2G4C,GPCPD1"
TPO signaling	None	INOH	"JAK2,MPL,STAT3,THPO"
Reduction of cytosolic Ca++ levels	R-HSA-418359	Reactome	"ATP2B2,CALM2,ATP2A1,ATP2A2,CALM1,SRI,ATP2B1,SLC8A3,SLC8A1,ATP2B3,SLC8A2,ATP2A3,ATP2B4,CALM3"
Platelet calcium homeostasis	R-HSA-418360	Reactome	"STIM1,ATP2A1,ATP2A2,ATP2A3,ITPR2,TRPC3,TRPC6,TRPC7,P2RX1,P2RX3,P2RX2,P2RX5,P2RX4,P2RX7,P2RX6,ATP2B2,CALM2,CALM3,CALM1,SLC8A1,SLC8A3,SLC8A2,ORAI2,ORAI1,MIR4687,SRI,ATP2B1,ITPR3,ATP2B3,ITPR1,ATP2B4"
Synthesis of diphthamide-EEF2	R-HSA-5358493	Reactome	"DPH1,DPH2,DPH3,DPH5,DPH6,DPH7,DNAJC24,EEF2"
alpha-linolenic acid (ALA) metabolism	R-HSA-2046106	Reactome	"ACOX1,ACSL1,SCP2,MIR1908,MIR6734,ABCD1,ACAA1,ELOVL5,ELOVL2,ELOVL3,ACOT8,ELOVL1,FADS1,FADS2,HSD17B4"
Regulated proteolysis of p75NTR	R-HSA-193692	Reactome	"APH1B,APH1A,TRAF6,PSEN2,NFKB1,NCSTN,NGFR,ADAM17,PSENEN,RELA"
Transport of fatty acids	R-HSA-804914	Reactome	"APOD,LCN1,LCN9,LCN15,LCN12,SLC27A4,SLC27A6,SLC27A1"
BMP2 signaling TGF-beta MV	None	INOH	"TGFB1,TGFB2,TGFB3,ACVR1,SMAD9,ACVR1B,SMAD4,SMAD5,SMAD6,SMAD7,SMAD1,SMAD2,SMAD3,BMPR1A,BMPR1B,BMP10,BMP15,SMARCA4,GDF9,STAT3,MAML3,MAML1,GDF3,GDF2,AMHR2,GDF7,GDF6,GDF5,INHBA,INHBB,INHBC,INHBE,NODAL,ACVR2B,GDF11,GDF10,ACVR2A,TGFBR1,ACVRL1,BMP8B,BAMBI,MAML2,EP300,BMP7,BMP6,BMP5,BMP4,BMP3,BMP2,MSTN,BMPR2,ZNF423,WT1,INHA,CREBBP,TGFBR2"
7-(3-amino-3-carboxypropyl)-wyosine biosynthesis	PWY-7286	HumanCyc	"TYW1,TYW3"
Transport of glycerol from adipocytes to the liver by Aquaporins	R-HSA-432030	Reactome	"AQP7,AQP9"
Signaling by FGFR3 fusions in cancer	R-HSA-8853334	Reactome	"SOS1,PIK3CA,HRAS,NRAS,GAB1,GRB2,PIK3R1,FRS2,FGFR3,KRAS"
Signaling by FGFR3 in disease	R-HSA-5655332	Reactome	"HRAS,FRS2,PLCG1,FGF4,PIK3CA,NRAS,FGFR3,FGF18,PIK3R1,FGF17,FGF16,FGF9,FGF8,FGF5,GAB1,FGF2,FGF1,KRAS,SOS1,GRB2,FGF23,FGF20"
CLEC7A (Dectin-1) induces NFAT activation	R-HSA-5607763	Reactome	"NFATC1,NFATC2,NFATC3,CALM2,CALM3,PPP3R1,CALM1,AHCYL1,ITPR3,ITPR2,PPP3CA,PPP3CB,ITPR1"
The activation of arylsulfatases	R-HSA-1663150	Reactome	"SUMF2,ARSD,ARSF,ARSG,ARSA,ARSB,ARSE,ARSH,ARSI,ARSJ,ARSK,SUMF1,STS"
"Gamma carboxylation, hypusine formation and arylsulfatase activation"	R-HSA-163841	Reactome	"GGCX,ARSB,DNAJC24,PROS1,DOHH,FN3KRP,FURIN,SUMF2,DPH2,SUMF1,FN3K,EIF5A,DHPS,DPH1,ARSF,BGLAP,DPH3,STS,F10,PROZ,ARSD,ARSE,F2,ARSG,ARSA,DPH6,F7,F9,DPH7,ARSH,ARSI,ARSJ,ARSK,EEF2,EIF5A2,DPH5,PROC,ICMT,GAS6"
TRAF6 mediated IRF7 activation	R-HSA-933541	Reactome	"IRF3,CREBBP,IFIH1,MYD88,TANK,TBK1,TRAF6,SIKE1,TRIM25,IKBKE,TRAF2,MIR1281,RNF135,DDX58,IRF7,MAVS,EP300,DHX36,MIR3614"
PTK6 Regulates Proteins Involved in RNA Processing	R-HSA-8849468	Reactome	"SFPQ,KHDRBS2,KHDRBS1,KHDRBS3,PTK6"
TRAF6 mediated NF-kB activation	R-HSA-933542	Reactome	"IFIH1,NFKBIB,HMGB1,NFKBIA,AGER,SAA1,IKBKB,S100B,IKBKG,S100A12,MIR3614,DDX58,MAP3K1,RNF135,NFKB1,RELA,MYD88,DHX9,TRAF2,TRAF6,TRIM25,CHUK,NFKB2,APP,MAVS"
GPCR downstream signaling	R-HSA-388396	Reactome	"OR52B2,OR52B6,TAS2R60,OR14K1,LTB4R2,OR10T2,FFAR1,OR13H1,OR2L5,OR2L2,ABHD12,OR7D2,AGT,OR2L8,MIR197,OR12D2,OR12D3,PTGER4,PIK3CA,PIK3CB,PIK3CD,PTGER1,PTGER2,PIK3CG,NMUR2,OR5AK2,GLP1R,HTR2A,BRS3,OR9I1,OR7D4,ARHGEF10,OR5J2,ARHGEF12,RASGRP2,LHB,OPN1SW,ARHGEF17,TAS2R14,ARHGEF19,TAS2R16,TAS2R10,F2,TAS2R13,ADRB3,GPR150,CXCL11,CXCL10,CXCL13,CXCL12,TAS2R19,CXCL16,ADRA1A,OR13C5,ADRA1B,ADRA1D,OR13C2,OR13C3,OR1P1,OR52K2,OR13C8,OR13C9,NPB,NPY,CCL16,NPW,OR51A7,TAS2R4,NPS,OR2L3,GPR17,GPR15,RASGRP1,OR1I1,OR1B1,GPR18,TRHR,OR5D18,OR2B11,OR2W3,GABBR1,EDNRB,OR6C1,OR5D14,MC4R,OR5D16,GPR32,OR2V2,TAAR8,ADRB2,CCL28,HRH4,SSTR2,JAK2,JAK3,JAK1,CCL21,CCL20,GRM6,GRM7,OR5AR1,GRM1,CCL27,IL3,IL5RA,OR4D6,GRP,MC3R,OR52A4P,IAPP,OR14C36,OR8J3,GPR25,TACR3,OR6N2,TACR1,OR5T1,S1PR1,MLNR,HCAR2,OR4E2,OR4E1,POMC,OR4K5,GHRH,OR4K1,OR4K3,OR4K2,OR8G1,MT-RNR2,LTB4R,ADRA2A,AKAP13,ADCYAP1,RHOB,OR2H2,PTGER3,OR6Y1,OXER1,HRH2,P2RY14,P2RY10,P2RY11,P2RY12,P2RY13,OR2A1,OR4L1,CXCR2,OR2A2,OR2A5,OR2A4,OR2A7,OR2T34,OR2T35,OR2T33,OR4F15,OR4F16,OR4F17,OR4C46,OR52J3,OR4C45,OR6K3,OR6K2,OR6K6,OPRM1,IL3RA,OR14A16,HCRT,PDE10A,BDKRB1,IL2RA,IL2RB,BDKRB2,TAS2R8,TAS2R9,TAS2R7,NTS,TAS2R5,MCF2L,TAS2R1,SSTR1,SSTR3,OR10P1,SSTR5,SSTR4,OXTR,HRH1,CDC42,ARHGEF11,OR1N2,OR1N1,OR2S2,OR8S1,RTP4,RTP5,RTP2,RTP3,RTP1,OR5W2,OR11G2,GIPR,OR6B2,OR6B3,RGS22,RGS21,RGS20,ARHGEF16,OR14A2,PDE1B,PDE1A,GIP,OR6B1,CXCR3,OR2G3,CXCR1,TAS2R38,CXCR6,CXCR5,OR3A3,ADRA2B,OR13F1,PPY,UTS2,KISS1R,OR6C65,OR4M1,OR52L1,OR6C68,OR2Z1,ABR,P2RY2,ADRA2C,OR52Z1,P2RY6,OR1G1,P2RY4,OR8H1,NMUR1,OR1J4,C3AR1,KNG1,OR5P3,OR5P2,GNAS,ARHGEF18,AVPR1B,AVPR1A,MCF2,OR51Q1,OR2D2,OR2D3,OR9A2,OR10K2,OR10K1,OR5M9,OR9A4,CCL23,OR10G2,TAS2R50,OR51J1,OR51I2,ARHGEF9,ARHGEF6,ARHGEF7,ARHGEF4,ARHGEF5,OR5AC2,GNG11,GNG12,ARHGEF1,PROKR1,PROKR2,RGS7,OR4A4P,OR3A1,OR13C4,OR3A2,ADCY5,OR2H1,CXCR4,RAMP1,MCHR2,MCHR1,RAMP2,CXCL2,OR10G9,TAS2R3,OR14L1P,OR2T12,PDE8B,ADCY1,PYY,IL2RG,MTNR1A,TRPC3,OR2C3,APP,CXCL6,CSF2,ADRB1,OR52K1,GNG4,GNG5,GNG2,GPHB5,RHO,HCRTR1,HCRTR2,GNG8,OR6F1,GHRHR,OR51D1,PDE8A,OR5D13,OR5K4,TAS2R20,OR5K1,SAA1,OR5K3,OR11H2,OR52H1,OR4C15,OR4C16,OR4C11,GAST,OR4C13,CYSLTR1,ADORA2A,ADORA2B,OPN4,GALR2,INSL5,GNAI2,OR8B2,OR1Q1,INSL3,OR10AD1,CYP26B1,OR1F12,NMBR,OR5B3,OR5B2,OR2AG2,OR2AG1,GNA15,OR51G2,OR1C1,OR51G1,OR2V1,GCG,OXT,NPFFR2,NPFFR1,OR8D4,OR5T3,OR5T2,OR8D1,OR8D2,OR6A2,OR52E8,OR4P4,APLNR,OR2M4,SST,OR2A12,OR2A14,OPN1MW2,OR4C5,CRH,S1PR2,OR5A1,OR1J2,OR1J1,OR10G7,OR10G6,OR10G4,OR10G3,OR52N2,OR6N1,OR5AK3P,OR10G8,OR1D5,OR1D4,OR2L13,TRPC6,TRPC7,OR1D2,PDE11A,OR4D9,PTGDR2,OR2Y1,OR4D1,OR4D2,OR4D5,S1PR5,S1PR4,F2RL3,OR10V1,OR8K1,OR8K3,OR8K5,FGD4,KISS1,FGD1,OR2K2,FGD3,FGD2,GNB5,GAB2,GPHA2,GNB1,OR8H2,GNB3,GNB2,NPY2R,OR8H3,OR2T27,OPN1LW,OR2AJ1,OR6X1,TAAR5,TAAR6,TAAR1,TAAR3,NPY5R,OR10H2,OR10H3,QRFPR,OR10H1,TAAR9,OR7A5,OR10H4,OR10H5,OR2T29,GPR84,LPAR2,LPAR3,NPFF,LPAR1,LPAR6,OR4C3,LPAR5,OBSCN,DRD5,OR10Z1,GLP2R,PRKCQ,MGLL,TRIO,PTGDR,OR2W1,EDNRA,OR52D1,OR14I1,OPRL1,OR6S1,OR4Q3,OR4Q2,GNRHR2,XCR1,OR5F1,OR10Q1,VIPR2,OR2W5,GNB4,PRKCH,OR5H6,OR5H1,OR5H2,PRKCA,NMB,CHRM5,CHRM4,CHRM3,PRKCD,CHRM1,RGS4,OR8A1,FFAR2,GCGR,PXMP2,NPSR1,OR6C3,OR10AG1,OR8B3,CALCR,ROCK1,OR52M1,ACKR3,RGS5,OR6J1,GPR132,CALCA,CALCB,OR13A1,PMCH,OR4X1,P2RY1,OR11H6,OR6C75,OR6C74,OR6C76,OR6C70,OR3A4P,OR10C1,OR11H4,S1PR3,GPER1,RLN1,RLN2,RLN3,OR51B5,OR51B4,OR51B6,GHSR,OR51B2,ADCY6,RXFP1,OR8G5,OR10J6P,HEBP1,TIAM2,MC5R,FPR1,OR52R1,GRM8,PIK3R1,ADM2,HRH3,MC1R,ARHGEF40,OR10D4P,NGEF,SHC1,OR4N2,OR2G2,FPR2,FPR3,OR2G6,OR4N4,OR4N5,RGSL1,GRM4,OR10S1,GRM5,OR7A2P,OR10D3,SOS2,ADCY4,OR51I1,CXCL3,ADCY7,CXCL5,SOS1,ADCY2,ADCY3,CXCL9,CXCL8,NPY1R,ADCY8,ADCY9,GALR3,F2R,GALR1,C5AR1,GRM2,QRFP,CSF2RB,RXFP2,RGR,CSF2RA,ARHGEF37,ADORA1,TSHB,ADORA3,NTSR2,NTSR1,ARHGEF35,TSHR,OR13J1,OR5M10,OR5M11,CCKBR,OR9K2,OR13G1,CXCL1,TACR2,TIAM1,OR4D10,OR4D11,OR56B1,GPR45,PLCB1,PLCB2,PLCB3,PLCB4,ARHGEF33,OR5L1,OR5L2,CCL25,ARHGEF38,ARHGEF39,OR5AN1,OR52I1,GABBR2,F2RL2,PTH2,F2RL1,OR4C6,PROK1,OR5C1,OR52I2,CRHR2,OR10AC1,GNAZ,GRK6,OR8U9,OR8U8,NPBWR2,NPBWR1,OR2C1,GNAL,AGTR2,OR8U1,CRHR1,GPR176,OR51F1,PTGFR,OR51F2,OR1L8,ARHGEF2,OR1L6,OR52W1,OR1L3,GRK3,CCR1,CCR2,CCR3,CCR4,CCR5,CCR6,ARRB1,OPN1MW,CCR9,GNG13,PDE7A,OR52N4,OR52N5,NPY4R,OR5AP2,OR52N1,PDE3A,PDE3B,PPBP,OR13D1,RASGRF2,TAS2R30,TAS2R31,C3,OR1K1,GPR83,PENK,C5,TAS2R39,PDYN,OR7A10,GPR65,OR1E2,OR1E3,OR2AP1,OR1E1,PNOC,GPR68,GNAQ,NMU,NMS,PROK2,OR1F1,OR4K15,OR4K14,OR4K17,IL5,IL2,OR7A17,OR4K13,OR8J2,PDE4A,PDE4B,PDE4C,PDE4D,GPSM1,OR2J1,OR2J2,OR2J3,OR4A16,OR4A15,OR51S1,OR9G4,OR9G1,OR2AK2,ADCYAP1R1,OR9G9,MTNR1B,ECT2,TAC1,TAC3,PTHLH,OR5H15,OR5H14,RGS6,GAL,RGS1,RGS2,RGS3,OR2T10,OR2T11,OR51T1,OR52L2P,RGS8,RGS9,NET1,OR4B1,ANXA1,OR52E6,OR52E5,OR52E4,OR52E2,OR52E1,CALCRL,OR5B12,OR5B17,PTH2R,OR2M5,OR5A2,OR2M7,RAMP3,OR2M3,OR2M2,OPRK1,OR14J1,OR7E24,AGTR1,GHRL,DRD4,OR5G3,DRD2,DRD3,DRD1,RHOC,OPRD1,HTR1D,HTR1E,HTR1F,OR2B6,OR7G2,OR7G3,HTR1B,OR7G1,OR51A4,OR2T4,OR5I1,UTS2B,MC2R,AKT1,AKT2,AKT3,CCK,GNG7,OR6P1,UTS2R,GPR20,OR1A1,LPAR4,ITSN1,OR2T2,RXFP3,GRK5,GRK2,RXFP4,OR2T3,OR6M1,XCL2,XCL1,PDE7B,OR2AE1,OR1L4,EDN1,EDN3,EDN2,OR1L1,CCR10,VIPR1,OR4M2,HTR6,HTR7,HTR4,OR9Q1,OR2T8,OR2T6,OR2T7,OR51A2,OR2T5,ABHD6,GPR27,OR2T1,OR9Q2,PREX1,ARHGEF15,GPR4,OR56B2P,OR5R1,OR11L1,GRB2,ARHGEF3,PTAFR,AVPR2,OR5AS1,HTR5A,OR6T1,OR8G2,ARRB2,CCR7,OR8J1,OR2I1P,CCR8,OR56A5,OR56A4,OR56A3,OR56A1,GPBAR1,RAC2,HTR1A,OR4F3,PLXNB1,OR4F6,OR52P1P,OR4F5,RAC1,VIP,OR51H1,PIK3R6,PIK3R5,PIK3R3,PIK3R2,HTR2C,HTR2B,SCT,ROCK2,MIR7706,GNG3,OR1A2,TRH,PRKCB,MLN,OR52A1,REEP3,OR52A5,CHRM2,HCAR3,OR6V1,HCAR1,APLN,ITPR2,ITPR3,RHOA,ITPR1,RHOG,OR7C2,OR7C1,VAV1,VAV3,VAV2,AVP,OR2F1,OR2F2,SCTR,GNG10,OR5M8,OR5B21,OR5M3,OR5M1,OR11A1,OR4F29,OR1S1,OR1S2,GNRHR,GPRC6A,OR4F21,OPN5,OR10X1,OPN3,GNAI3,GNAI1,CNR1,OR51V1,CNR2,OR6Q1,RRH,CGA,OR4X2,CCL5,OR4S1,OR4S2,OR10W1,REEP1,OR10R2,OXGR1,REEP2,REEP5,REEP4,SUCNR1,REEP6,DAGLA,TBXA2R,DAGLB,OR2B8P,CASR,PRKCE,OR51E1,OR51E2,OR1M1,CORT,OR6C2,OR11H1,OR11H7,OR6C6,OR8B4,OR6C4,OR8B8,ADM,OR5V1,GNGT2,RGS16,RGS17,RGS14,RGS12,RGS13,RGS10,RGS11,CCL19,OR2A25,CCKAR,RGS18,RGS19,TAS2R43,TAS2R42,TAS2R41,TAS2R40,GNRH2,TAS2R46,TAS2R45,GNRH1,ARHGEF25,OR1F2P,OR5K2,ARHGEF26,PTH1R,OR10A3,OR10A2,OR10A5,OR10A4,OR10A7,OR10A6,PRKCG,KALRN,OR5AU1,OR51L1,OR9A1P,PF4,GPR55,GNAT1,GNAT3,GNAT2,GRM3,OR2W6P,DGKZ,OR2A42,OR8I2,FSHB,CYSLTR2,GRPR,DGKQ,ARHGEF10L,DGKK,DGKH,DGKI,OR8B12,FSHR,DGKB,OR4A47,DGKA,OR4C12,DGKG,DGKD,DGKE,OR2AT4,LHCGR,TAAR2,PTGIR,OR10J4,OR10J5,FFAR3,OR10J1,OR10J3,OR5AC1,PLEKHG2,OR5AL1,OR4F4,PLEKHG5,OR56B4,PTH,PDE2A,GNA14,OR4A8,GNA12,GNA13,GNGT1,GNA11,PDPK1,OR2B2,OR2B3,OR4A5,OR51M1"
Platelet homeostasis	R-HSA-418346	Reactome	"PECAM1,CALM2,CALM3,CALM1,GNG10,GNG11,GNG12,GNG13,MRVI1,ATP2B1,ATP2B3,ATP2B2,ATP2B4,KCNMB1,KCNMB3,KCNMB2,KCNMB4,PPP2CA,PTPN11,PPP2CB,GNG7,GNG4,GNG5,GNG2,GNG3,GUCY1B2,GUCY1B3,GNG8,ATP2A1,ATP2A2,ATP2A3,APOB,KCNMA1,GUCY1A3,GUCY1A2,PRKG1,PRKG2,PDE5A,ORAI2,ORAI1,ITPR2,ITPR3,ITPR1,PTPN6,PAFAH2,GNAS,PPP2R5D,PPP2R5E,PPP2R5A,PPP2R5B,PPP2R5C,STIM1,MAPK14,TRPC3,TRPC6,TRPC7,PDE11A,PDE3A,PDE3B,SLC8A1,SLC8A3,FGR,GNB5,GNB4,SRI,GNB1,GNB3,GNB2,PDE10A,SLC8A2,LRP8,PPP2R1A,PPP2R1B,PDE9A,P2RX1,P2RX3,P2RX2,P2RX5,P2RX4,P2RX7,P2RX6,PDE1B,PDE1A,NOS1,NOS2,NOS3,MIR4687,PTGIR,PLA2G4A,PDE2A,GNGT2,GNGT1"
Linoleic acid (LA) metabolism	R-HSA-2046105	Reactome	"ACSL1,MIR1908,MIR6734,ABCD1,ELOVL5,ELOVL2,ELOVL3,ELOVL1,FADS1,FADS2"
alpha-linolenic (omega3) and linoleic (omega6) acid metabolism	R-HSA-2046104	Reactome	"ACOX1,ACSL1,SCP2,MIR1908,MIR6734,ABCD1,ACAA1,ELOVL5,ELOVL2,ELOVL3,ACOT8,ELOVL1,FADS1,FADS2,HSD17B4"
